carat,cut,color,clarity,depth,table,price,x,y,z
0.93,Ideal,I,SI1,62.5,55,3856,6.23,6.29,3.91
0.3,Very Good,G,IF,61.4,59,831,4.27,4.3,2.63
0.7,Very Good,H,VVS2,62.6,57,2558,5.63,5.65,3.53
1.18,Fair,F,SI2,55.9,64,4903,7.15,7.01,3.95
2.12,Ideal,H,SI2,61.4,57,12284,8.28,8.24,5.07
0.55,Premium,D,VS2,61.3,60,2030,5.29,5.28,3.24
2.19,Ideal,I,SI2,62.5,56,15254,8.31,8.24,5.18
0.39,Very Good,F,VVS2,63.5,58,1058,4.65,4.61,2.94
1.16,Ideal,D,VVS2,62,55,12989,6.68,6.72,4.19
2.2,Premium,G,SI2,60.4,60,15897,8.44,8.36,5.08
1.02,Ideal,F,VVS2,61.9,57,9212,6.53,6.42,4.01
0.52,Good,G,SI1,63.3,55,1244,5.07,5.1,3.22
1.5,Good,E,VS2,57.8,63,14565,7.58,7.53,4.37
0.58,Very Good,H,VVS1,63.3,55,1979,5.27,5.31,3.35
0.51,Very Good,E,VS2,61.3,60,1656,5.11,5.16,3.15
1.01,Ideal,H,SI1,62.6,55,4965,6.44,6.38,4.01
0.54,Premium,F,SI1,61.8,60,1237,5.2,5.22,3.22
1.08,Premium,F,SI2,62.7,58,3992,6.53,6.49,4.08
1.51,Good,E,SI1,63.5,57,10696,7.23,7.28,4.61
1.12,Ideal,H,SI1,61.8,56,5838,6.67,6.69,4.13
1.01,Fair,F,VS2,64.8,56,4791,6.3,6.25,4.07
0.34,Good,H,VS2,63.7,57,689,4.44,4.42,2.82
0.72,Very Good,G,VVS2,62.2,57,2933,5.67,5.72,3.54
0.41,Premium,F,VVS2,61,59,1115,4.77,4.83,2.93
0.7,Good,F,VS2,60.1,56,2591,5.73,5.78,3.46
0.71,Premium,G,VS2,60.3,59,2443,5.79,5.76,3.48
1.03,Premium,I,SI1,62,58,3749,6.46,6.41,3.99
0.47,Ideal,E,VS2,61.7,56,1261,5.01,4.98,3.08
1.72,Premium,H,VS2,61.9,56,13122,7.74,7.67,4.77
0.53,Ideal,G,SI1,61.6,57,1665,5.19,5.24,3.21
1.7,Premium,I,SI1,58.6,59,8663,7.79,7.75,4.55
0.36,Ideal,D,VS1,61.7,55,1064,4.59,4.62,2.84
2.01,Very Good,I,VS1,59.8,63,17068,8.14,8.11,4.86
0.72,Ideal,I,VVS2,61.6,57,2602,5.73,5.76,3.54
0.9,Premium,H,SI2,59.2,60,3326,6.3,6.24,3.71
1.16,Ideal,G,VVS2,62.2,56,9251,6.7,6.74,4.18
1.58,Premium,E,SI2,61,60,7963,7.54,7.51,4.59
0.7,Good,F,SI2,64.1,55,1851,5.58,5.52,3.56
0.75,Very Good,D,SI1,60.7,55,2872,5.87,5.92,3.58
0.81,Premium,D,SI1,60.7,58,3135,6.07,5.99,3.66
1.01,Very Good,E,SI2,63.1,61,4118,6.34,6.27,3.98
1.16,Ideal,H,VS1,62.4,56,7175,6.71,6.73,4.19
0.55,Ideal,I,VS2,62.6,57,1393,5.21,5.23,3.27
1.01,Fair,G,VS2,64.9,56,4887,6.27,6.21,4.05
1.13,Premium,E,VS1,61.1,59,8353,6.72,6.69,4.1
1.12,Premium,D,VS1,62.1,57,8633,6.68,6.65,4.14
1.53,Premium,I,SI1,60.8,59,8911,7.54,7.49,4.57
2.01,Good,G,SI1,60.1,61,18374,8.04,8.12,4.86
0.35,Ideal,E,VVS1,62,56,1116,4.58,4.51,2.82
0.54,Premium,E,VS1,62.7,60,2608,5.14,5.1,3.21
0.65,Very Good,F,SI1,60,63,1814,5.62,5.54,3.35
0.72,Ideal,F,SI1,61.7,59,2706,5.75,5.79,3.56
0.95,Very Good,G,VS1,59.9,58,5572,6.37,6.41,3.83
0.36,Premium,G,SI2,59.3,59,473,4.62,4.66,2.75
0.78,Premium,G,VS2,60.8,58,2803,6.03,5.95,3.64
0.67,Very Good,G,VS2,60.4,61,2080,5.61,5.64,3.4
0.59,Ideal,F,VS2,62.9,55,1743,5.39,5.32,3.37
0.53,Ideal,D,SI1,60.4,57,2021,5.28,5.31,3.2
0.31,Premium,G,VS1,62.2,56,802,4.36,4.32,2.7
0.3,Ideal,E,VS1,60.7,57,710,4.31,4.36,2.63
2.01,Very Good,F,SI1,63.4,58,13275,8.03,7.96,5.07
0.55,Ideal,E,VS2,59.3,57,1767,5.43,5.39,3.21
0.3,Very Good,F,VS2,61.4,55,524,4.32,4.37,2.67
0.54,Premium,D,VS2,61.6,56,1627,5.24,5.18,3.21
0.36,Ideal,I,VVS1,61.6,56,607,4.58,4.61,2.83
0.5,Very Good,E,VVS2,62,55,2105,5.08,5.11,3.16
0.51,Ideal,E,SI1,59.6,57,1438,5.2,5.24,3.11
1.51,Very Good,F,VS1,59.6,63,14673,7.34,7.43,4.4
1.25,Premium,G,SI2,62.8,57,4991,6.86,6.78,4.28
0.37,Ideal,I,VVS1,60.6,57,768,4.63,4.66,2.81
0.7,Fair,I,VS2,64.7,60,2117,5.55,5.49,3.57
0.5,Good,J,VVS2,64.1,57,1105,5,4.95,3.19
0.9,Very Good,G,SI1,62.9,54,4401,6.14,6.16,3.87
1.05,Ideal,F,IF,61.7,56,13060,6.48,6.56,4.02
0.3,Ideal,G,VVS1,61.3,56,789,4.3,4.34,2.65
0.35,Premium,G,VS1,62.6,56,845,4.52,4.49,2.82
0.5,Premium,F,VS2,61.9,56,1654,5.13,5.08,3.16
0.31,Premium,E,VS1,60.2,58,734,4.38,4.43,2.65
1.52,Ideal,F,SI1,62.2,56,11637,7.38,7.41,4.6
1.2,Good,F,VS1,64,56,6209,6.63,6.58,4.23
1.01,Good,F,VVS2,65.9,54,7001,6.18,6.27,4.1
1.08,Ideal,G,SI2,61.9,57,4544,6.55,6.57,4.06
0.32,Very Good,F,VS2,59.6,56,642,4.48,4.51,2.68
0.43,Good,F,VS1,63.4,57,943,4.76,4.8,3.03
0.38,Ideal,I,SI1,61.5,56,668,4.67,4.7,2.88
1,Premium,D,SI2,61.6,60,4758,6.37,6.33,3.91
1.01,Very Good,D,SI2,61.9,58,4727,6.43,6.49,4
1.5,Very Good,D,SI2,59.8,63,9959,7.44,7.38,4.43
1.03,Very Good,J,SI2,63.1,57,3640,6.41,6.43,4.05
0.42,Premium,G,SI1,62.2,58,945,4.75,4.73,2.95
0.31,Ideal,D,SI1,62.1,56,732,4.37,4.33,2.7
0.7,Ideal,E,SI1,61.7,55,2745,5.71,5.74,3.53
1.01,Very Good,D,SI1,62.5,61,5832,6.34,6.4,3.98
1.01,Premium,I,SI1,58.6,62,4072,6.51,6.45,3.8
0.41,Very Good,F,VVS1,62.3,54,1161,4.75,4.79,2.97
1.2,Very Good,E,SI1,61,59,6703,6.91,6.83,4.19
1.5,Good,H,SI2,63.6,58,7495,7.15,7.2,4.56
0.78,Premium,F,SI1,61.5,59,2816,5.96,5.88,3.64
1.02,Good,H,SI1,63.5,58,4604,6.36,6.39,4.05
1,Very Good,E,SI2,61.4,61,4620,6.36,6.41,3.92
1.14,Premium,G,VS2,61.4,60,7079,6.71,6.68,4.11
2.04,Premium,E,SI2,62.7,60,15398,8.04,8,5.03
0.63,Ideal,D,IF,61.2,53,3832,5.55,5.6,3.41
2,Premium,H,SI1,59.8,60,14126,8.04,8.01,4.8
0.51,Ideal,E,VS2,61.4,57,1781,5.16,5.13,3.16
0.41,Fair,H,SI1,65.4,61,659,4.51,4.63,2.99
0.34,Ideal,F,VVS2,61.8,56,712,4.47,4.49,2.77
0.32,Ideal,G,VVS1,61.4,57,814,4.42,4.44,2.72
1.09,Ideal,G,I1,61,56,3549,6.62,6.66,4.05
0.35,Premium,E,VS2,61.9,61,919,4.54,4.5,2.8
0.3,Good,D,VS1,61.7,62,632,4.18,4.21,2.59
0.53,Ideal,E,SI1,62,56,1607,5.19,5.17,3.21
0.33,Very Good,H,VS1,60.2,62,579,4.44,4.47,2.68
0.38,Premium,I,SI1,60.5,58,581,4.67,4.72,2.84
0.63,Ideal,J,SI2,61.4,54,1065,5.54,5.56,3.41
0.42,Ideal,E,VS2,62.3,55,958,4.77,4.83,2.99
1.53,Ideal,J,VS1,62.4,54,8943,7.34,7.38,4.59
0.41,Ideal,F,SI1,62.8,57,969,4.73,4.69,2.96
1.24,Premium,E,SI1,58.5,60,5775,7.08,7.01,4.11
0.71,Premium,H,VS2,62,54,2249,5.73,5.69,3.54
1.74,Premium,I,SI2,62.2,58,7858,7.65,7.61,4.75
0.71,Premium,G,SI1,58.9,62,2450,5.92,5.83,3.46
0.36,Premium,H,VS1,60.8,59,810,4.62,4.59,2.8
1.28,Premium,E,SI2,62.5,58,5620,6.93,6.89,4.32
1.09,Premium,H,VS2,62.3,57,5993,6.63,6.53,4.1
0.42,Ideal,G,VS1,61.9,56,984,4.82,4.77,2.97
1,Ideal,F,VS2,62.8,57,6209,6.35,6.3,3.97
0.8,Very Good,D,SI2,62.5,59,2862,5.88,5.92,3.69
0.42,Ideal,G,IF,62,53,1289,4.83,4.85,3
1.4,Premium,H,SI1,62.4,57,8223,7.19,7.11,4.46
1.55,Ideal,J,SI2,62.3,54,6966,7.38,7.42,4.61
1.07,Very Good,H,VVS2,61.3,56,6751,6.54,6.59,4.03
0.41,Ideal,G,IF,62.4,54,1431,4.78,4.74,2.97
0.85,Ideal,G,SI1,62,54,3084,6.08,6.11,3.78
1.81,Fair,J,I1,68,57,5859,7.43,7.39,5.04
0.8,Ideal,H,VS2,62.8,57,2834,5.91,5.87,3.7
0.36,Very Good,G,VVS2,61.7,56,753,4.56,4.58,2.82
1,Ideal,G,VVS2,60.8,57,7744,6.45,6.47,3.93
1.23,Premium,F,I1,60.8,59,3375,6.96,6.91,4.22
0.41,Good,J,VS2,63.4,56,611,4.7,4.73,2.99
0.27,Very Good,E,VVS2,61.8,59,586,4.14,4.18,2.57
1.51,Very Good,G,VS2,63.1,56,12551,7.33,7.29,4.61
1.21,Ideal,H,SI1,62.7,56,4249,6.81,6.78,4.26
1.34,Very Good,J,SI2,62.3,61,5787,6.97,7.05,4.37
1.09,Premium,G,VS2,61,59,6906,6.6,6.65,4.04
0.31,Very Good,E,SI1,63.3,55,698,4.36,4.33,2.75
1.24,Ideal,I,VS2,62,55,6076,6.9,6.87,4.27
1.16,Premium,I,VS1,60.4,59,5457,6.89,6.82,4.14
0.71,Premium,D,SI1,59.7,59,2863,5.82,5.8,3.47
0.33,Ideal,H,VS2,61.8,54,539,4.45,4.48,2.76
0.35,Premium,G,VS1,61.2,58,906,4.54,4.51,2.77
0.39,Ideal,G,SI1,60.5,56,866,4.77,4.79,2.89
1.57,Ideal,J,VS2,62.3,54,8363,7.5,7.49,4.67
1.01,Very Good,E,VS2,60.4,60,7094,6.47,6.44,3.9
0.3,Ideal,G,VS2,62.6,58,545,4.25,4.28,2.67
0.3,Ideal,E,VS2,62,55,844,4.31,4.27,2.66
0.77,Very Good,D,VS2,59.6,57,3787,6.01,6.03,3.59
1.13,Ideal,E,SI2,61.8,57,5120,6.68,6.65,4.12
1.12,Ideal,F,SI1,61.7,56,7812,6.64,6.68,4.11
0.33,Ideal,F,VS1,59.9,56,990,4.54,4.51,2.71
1.27,Ideal,J,VS1,62,57,5008,6.96,6.92,4.3
1.01,Good,F,SI2,63.6,59,4121,6.34,6.37,4.04
0.59,Ideal,F,SI2,61.7,54,1195,5.4,5.46,3.35
0.38,Ideal,G,VS1,62.1,56,1040,4.68,4.63,2.89
1.21,Ideal,E,SI1,61.9,57,7424,6.88,6.79,4.23
1.14,Very Good,J,VS1,60,60,4702,6.76,6.81,4.07
0.4,Very Good,I,VVS1,63.3,57,1080,4.71,4.67,2.97
0.41,Ideal,F,VS1,62,55,1076,4.81,4.77,2.97
0.76,Ideal,F,VS2,61,55,3257,5.89,5.92,3.6
2,Good,H,SI1,63.3,59,17600,7.96,8.03,5.06
1.05,Ideal,G,VS1,62,56,6936,6.47,6.53,4.03
0.34,Ideal,D,SI1,60.1,57,626,4.52,4.56,2.73
0.25,Very Good,F,VVS1,62.2,56,633,4.02,4.03,2.5
1,Good,F,VS2,63.8,58,6209,6.32,6.28,4.02
1.57,Premium,F,SI2,60.2,60,8001,7.49,7.43,4.49
0.46,Very Good,D,VVS1,61.6,59,1993,4.92,4.97,3.05
1.57,Premium,I,VS2,60.8,59,7385,7.5,7.47,4.55
1.02,Fair,E,SI1,65.7,58,5681,6.23,6.31,4.12
0.32,Ideal,G,VVS2,62.4,56,730,4.4,4.42,2.75
0.31,Ideal,F,VVS1,62.4,55,921,4.32,4.34,2.7
0.31,Ideal,G,VVS1,62.5,56,772,4.3,4.34,2.69
0.51,Ideal,E,VS2,61.8,57,1656,5.14,5.15,3.18
0.32,Premium,G,SI2,62.4,59,540,4.4,4.35,2.73
1.6,Ideal,G,VS2,61.9,56,15000,7.53,7.47,4.64
0.46,Ideal,I,VVS2,61.4,57,1006,4.96,5,3.06
1,Fair,H,SI2,66.1,56,2856,6.21,5.97,4.04
0.95,Premium,G,SI2,62.6,58,3181,6.22,6.18,3.88
0.71,Very Good,F,VS2,63,54,3323,5.7,5.72,3.6
0.3,Ideal,D,VVS1,61.1,57,1069,4.36,4.34,2.66
0.26,Very Good,G,VVS1,61.4,56,545,4.13,4.15,2.54
2.02,Good,I,VS2,57.9,62,16789,8.25,8.3,4.79
0.3,Very Good,I,IF,63.3,56,810,4.26,4.21,2.68
1.01,Premium,G,VS2,60.2,59,5864,6.55,6.48,3.92
0.7,Ideal,D,SI1,61.8,56,2822,5.73,5.63,3.51
0.38,Good,H,SI2,63.4,57,547,4.58,4.63,2.92
0.43,Ideal,E,SI1,62.9,56,1016,4.83,4.8,3.03
1.01,Good,F,SI1,63.5,59,4759,6.3,6.39,4.03
0.55,Ideal,J,SI1,62.5,57,1059,5.24,5.22,3.27
0.31,Premium,D,SI1,58.5,59,537,4.49,4.44,2.61
1.71,Ideal,I,VS2,60.5,56,11455,7.71,7.73,4.67
1.71,Ideal,I,SI2,62.1,58,10096,7.64,7.56,4.72
1.13,Premium,G,SI2,61.5,59,4647,6.73,6.69,4.13
1.5,Ideal,G,SI1,61.7,56,10219,7.36,7.32,4.53
0.32,Ideal,H,VVS2,61.5,55,628,4.41,4.44,2.72
0.84,Very Good,G,VVS2,60.4,55,4259,6.07,6.12,3.68
0.7,Very Good,I,VVS2,63.4,59,2415,5.6,5.57,3.54
0.44,Premium,H,VVS1,60.1,58,1119,4.92,4.96,2.97
0.38,Premium,G,SI1,61.4,61,855,4.66,4.62,2.85
2.23,Very Good,J,VS2,61,58,14732,8.36,8.39,5.11
0.4,Ideal,I,VVS1,63,55,790,4.7,4.73,2.97
1.51,Premium,J,VVS2,62.6,59,8770,7.31,7.33,4.58
1.07,Premium,H,VS2,62.1,59,5424,6.56,6.52,4.06
1.35,Ideal,J,SI1,61.9,56,6124,7.1,7.08,4.39
1.51,Ideal,H,SI1,62.8,55,10502,7.32,7.29,4.59
1.09,Premium,E,VVS2,59.9,59,10111,6.73,6.7,4.02
0.51,Very Good,E,SI1,61.4,58,1284,5.09,5.14,3.14
0.77,Ideal,H,SI1,61.7,56,2612,5.9,5.85,3.62
1,Premium,G,VS2,63,59,5806,6.4,6.36,4.02
0.31,Premium,G,VS1,61.2,60,802,4.33,4.3,2.64
1,Good,F,SI2,60.2,65,4386,6.38,6.41,3.85
0.93,Very Good,E,SI2,62.5,58,4113,6.21,6.24,3.89
1.9,Fair,H,SI2,67.1,64,8576,7.57,7.52,5.06
0.7,Ideal,D,VS2,61.5,56,3129,5.7,5.74,3.52
0.3,Very Good,G,SI1,59.5,63,447,4.29,4.32,2.56
0.28,Very Good,E,VS1,61.4,60,452,4.16,4.24,2.58
1.37,Very Good,I,SI2,63,57,5584,6.98,7.05,4.42
0.53,Ideal,E,VVS2,62.2,54,2273,5.19,5.23,3.24
1.22,Ideal,G,VS2,61.4,56,8213,6.88,6.9,4.23
0.32,Ideal,G,VVS1,61.4,55,842,4.42,4.44,2.72
0.32,Very Good,E,SI1,63.5,56,672,4.38,4.34,2.77
0.44,Premium,G,VS1,62.3,59,1031,4.87,4.82,3.02
1.53,Very Good,H,SI1,60.4,60,9332,7.39,7.44,4.48
0.38,Ideal,E,VVS2,62.5,53,1013,4.62,4.66,2.9
0.75,Very Good,F,SI1,63.4,58,2811,5.72,5.76,3.64
0.29,Very Good,G,VS2,61.5,58,712,4.25,4.27,2.62
0.53,Ideal,I,VVS2,60.9,56,1351,5.26,5.3,3.21
0.27,Ideal,F,VVS2,62.7,55,760,4.1,4.12,2.58
1.21,Ideal,F,SI2,61.8,57,6105,6.87,6.82,4.23
0.71,Very Good,E,VS2,62.7,59,2830,5.65,5.7,3.56
3.01,Premium,G,SI2,59.8,58,14220,9.44,9.37,5.62
1.25,Very Good,H,SI2,62.8,55,5775,6.82,6.87,4.3
0.4,Ideal,F,VS1,62.7,55,1050,4.76,4.74,2.98
0.72,Ideal,E,SI1,61,56,2976,5.82,5.85,3.56
0.32,Very Good,H,VS2,62.7,54,505,4.39,4.41,2.76
0.33,Premium,G,VS2,60.8,58,743,4.47,4.45,2.71
0.7,Ideal,E,SI1,60.2,58,2617,5.75,5.78,3.47
0.9,Good,F,SI1,62.7,58,3780,6.11,6.13,3.84
0.36,Premium,D,SI1,61.5,59,851,4.55,4.52,2.79
0.41,Ideal,F,VS2,61.4,55,863,4.78,4.83,2.95
1,Premium,F,SI2,61.6,61,4452,6.36,6.33,3.91
1.18,Very Good,F,VVS1,60.4,59,12175,6.82,6.86,4.13
1.03,Ideal,E,VVS2,61.7,54,9932,6.49,6.52,4.02
0.39,Very Good,H,SI2,60.4,60,588,4.74,4.8,2.88
0.46,Very Good,E,VS1,62.9,52,1257,4.9,4.95,3.1
0.9,Very Good,F,SI2,61.6,58,3519,6.15,6.23,3.81
0.71,Premium,F,VS2,59.6,59,2686,5.81,5.77,3.45
0.53,Very Good,F,SI1,60.9,56,1291,5.21,5.23,3.18
0.58,Ideal,F,SI1,59.9,56,1442,5.41,5.47,3.26
0.54,Ideal,G,SI1,59.6,59,1574,5.34,5.3,3.17
0.44,Ideal,G,IF,62.2,54,1348,4.89,4.92,3.05
0.3,Ideal,H,SI1,62.9,53,407,4.28,4.31,2.7
1.2,Fair,J,SI1,65.2,58,4838,6.67,6.58,4.32
0.91,Very Good,I,SI1,62.8,57,3703,6.09,6.18,3.85
0.3,Very Good,G,VVS2,61.6,56,552,4.27,4.3,2.64
0.7,Premium,E,VS2,62.8,61,2737,5.66,5.62,3.54
0.51,Ideal,E,VVS1,61.9,54,2745,5.17,5.11,3.18
0.39,Ideal,H,VVS2,61.9,54,911,4.7,4.73,2.92
1.01,Premium,F,SI2,62.7,59,4497,6.4,6.35,4
0.7,Good,F,SI2,63.3,58,1978,5.57,5.61,3.54
0.71,Premium,H,VVS2,61.5,62,2863,5.74,5.68,3.51
0.46,Premium,I,IF,59.4,60,1208,5.04,5.02,2.99
0.7,Very Good,G,SI1,63.6,58,2209,5.61,5.65,3.58
2,Good,J,SI2,61.5,61,11036,7.97,8.06,4.93
0.75,Ideal,I,VS2,60.4,59,2680,5.86,5.9,3.55
0.7,Good,I,SI2,63.5,56,1675,5.59,5.63,3.56
0.41,Ideal,F,SI1,61.1,56,870,4.79,4.83,2.94
1,Very Good,F,SI2,61.7,58,3789,6.32,6.36,3.91
0.33,Premium,E,VS1,61.5,59,1002,4.46,4.42,2.73
0.35,Ideal,H,VS2,61.2,56,571,4.53,4.56,2.78
0.91,Premium,G,VS2,60.8,56,4357,6.28,6.21,3.8
0.28,Very Good,E,VVS2,60,56,642,4.26,4.28,2.56
0.77,Very Good,G,SI1,63.6,57,2915,5.79,5.88,3.71
1.01,Good,D,VS2,64.2,60,6176,6.35,6.32,4.07
0.3,Very Good,I,SI1,63.4,57,506,4.25,4.23,2.69
1,Ideal,F,VVS1,62.3,53,10058,6.37,6.43,3.99
1,Ideal,E,I1,61.8,56,3584,6.43,6.38,3.96
0.41,Very Good,G,VS2,61.4,59.2,813,4.76,4.78,2.93
0.52,Very Good,G,VS2,63,56,1369,5.09,5.13,3.22
0.54,Ideal,H,VS1,61.3,55.9,1633,5.23,5.27,3.21
0.4,Premium,E,VS1,60.4,59,1053,4.76,4.81,2.89
0.31,Ideal,G,IF,62.5,56,871,4.33,4.37,2.71
1.04,Very Good,I,SI1,63.2,54,4193,6.49,6.42,4.08
0.9,Very Good,G,VS1,61.5,56,5148,6.2,6.23,3.82
0.57,Ideal,E,VS1,62.9,57,1982,5.29,5.27,3.32
1,Ideal,E,SI2,61.9,56,4760,6.43,6.4,3.97
0.74,Very Good,J,VS1,62.7,58,2170,5.75,5.8,3.62
0.5,Premium,E,VS2,61.3,56,1629,5.16,5.11,3.15
0.35,Very Good,D,VS1,60.8,56,1018,4.56,4.58,2.78
1.01,Good,D,VS2,64,58,6176,6.3,6.24,4.01
0.3,Premium,G,VVS2,61,60,684,4.3,4.32,2.63
1.76,Ideal,I,SI2,61.2,55,9540,7.76,7.79,4.76
0.91,Very Good,E,SI2,63.8,60,3751,6.05,6.09,3.87
0.74,Very Good,D,SI2,61.5,59,2740,5.79,5.82,3.57
0.73,Ideal,E,SI1,61.4,56,2886,5.79,5.81,3.56
1.06,Ideal,I,SI1,61.2,56,4630,6.64,6.6,4.05
1.14,Premium,D,I1,61.8,59,4022,6.74,6.62,4.13
0.43,Good,E,SI1,63.4,56,718,4.77,4.79,3.03
0.34,Ideal,F,VVS1,62,56,967,4.45,4.49,2.77
0.71,Ideal,I,VS1,61.6,56,2965,5.71,5.75,3.53
0.31,Premium,E,VS2,60,59,680,4.35,4.39,2.62
0.8,Ideal,G,VS2,60.1,57,2550,6.05,6.02,3.63
0.31,Premium,D,VS2,60.7,59,942,4.38,4.35,2.65
1,Premium,D,VVS2,59.9,61,9918,6.5,6.42,3.87
0.63,Very Good,D,IF,59.6,59,4800,5.55,5.59,3.32
0.32,Ideal,E,VVS2,62.3,56,1080,4.4,4.37,2.73
1.09,Premium,G,IF,61.3,58,10065,6.64,6.6,4.06
0.43,Ideal,H,SI1,60.7,54,891,4.96,4.92,3
0.91,Ideal,H,VS2,62.6,57,4033,6.2,6.23,3.89
0.53,Very Good,E,VVS2,62.3,55,2280,5.18,5.22,3.23
0.45,Ideal,F,SI1,60.8,56,930,4.97,4.93,3.01
0.31,Ideal,H,VVS2,61.5,56,802,4.37,4.35,2.68
0.75,Ideal,D,VS1,62,58,4007,5.77,5.84,3.6
1.04,Premium,H,SI1,60,58,3902,6.59,6.52,3.93
0.37,Ideal,H,VS2,61.7,55,603,4.64,4.67,2.87
1.62,Good,J,SI2,64.2,62,6112,7.33,7.41,4.73
0.73,Ideal,E,SI2,62.8,55,2431,5.73,5.76,3.61
0.32,Premium,E,VVS1,60.5,58,1020,4.47,4.42,2.69
0.52,Good,D,SI2,63.7,55,1203,5.1,5.11,3.25
1.06,Ideal,H,SI1,62.1,56,5020,6.51,6.57,4.06
0.36,Ideal,F,VS1,61.3,54,803,4.63,4.65,2.84
1.01,Ideal,J,SI1,60.5,56,3599,6.49,6.53,3.94
0.52,Premium,G,SI1,60.6,61,1249,5.19,5.17,3.14
0.31,Ideal,H,IF,60.8,56,1081,4.42,4.4,2.68
1.51,Premium,E,VS2,62.2,59,14844,7.4,7.36,4.59
1,Very Good,H,VVS1,62.3,60,6022,6.28,6.36,3.94
0.7,Good,H,SI2,60.2,63,1950,5.7,5.73,3.44
0.72,Ideal,E,SI2,62.3,54,2398,5.75,5.78,3.59
0.34,Ideal,E,VS1,61.2,57,1033,4.5,4.45,2.74
0.71,Ideal,F,SI2,62.1,56,2637,5.75,5.7,3.56
0.69,Ideal,G,SI2,62.7,54,1711,5.71,5.64,3.56
0.34,Ideal,D,IF,59.8,57,2287,4.57,4.59,2.74
0.54,Very Good,F,SI1,64,59,1314,5.14,5.18,3.3
1.72,Premium,H,SI1,62.4,62,12696,7.63,7.52,4.73
0.5,Very Good,G,SI1,62.1,59,1237,5.09,5.12,3.17
0.82,Very Good,G,VS2,62.1,56,3528,5.94,5.98,3.7
0.51,Ideal,F,VVS2,62.6,57,2093,5.1,5.13,3.2
0.71,Very Good,E,SI1,62,59,2573,5.69,5.76,3.55
0.9,Very Good,F,VS1,60.7,57,5242,6.16,6.23,3.76
0.3,Good,E,VVS2,59.5,59,622,4.35,4.39,2.6
0.25,Very Good,F,VVS2,61.2,55,583,4.1,4.14,2.52
2.25,Ideal,H,SI1,62.4,56,14348,8.4,8.37,5.23
0.31,Ideal,H,VS2,62.1,55,628,4.35,4.32,2.69
1.2,Premium,I,VS2,62.6,58,5699,6.77,6.72,4.22
0.51,Very Good,G,VS2,62.9,58,1438,5.05,5.12,3.2
1.04,Premium,J,SI2,62,59,3603,6.47,6.49,4.02
0.76,Ideal,H,VS2,62,56,3948,5.86,5.88,3.64
0.32,Ideal,J,VS2,61.5,53,409,4.44,4.47,2.74
1.41,Premium,D,SI2,61.1,56,6988,7.19,7.15,4.38
0.33,Very Good,I,IF,62,58,694,4.44,4.46,2.76
1.5,Good,G,SI2,64.3,57,8190,7.29,7.2,4.66
0.9,Premium,I,VS2,62.8,61,3246,6.12,6.02,3.81
0.79,Premium,H,SI2,62.8,57,2370,5.91,5.88,3.7
0.3,Very Good,G,VVS2,63.1,56,878,4.23,4.2,2.66
0.51,Premium,G,VS2,62.3,59,1546,5.1,5.07,3.17
0.38,Ideal,E,VS1,61.6,56,1069,4.67,4.65,2.87
1.01,Premium,F,VS2,60.3,59,6674,6.52,6.45,3.91
0.27,Very Good,E,VVS2,59.4,64,567,4.16,4.19,2.48
0.34,Ideal,G,SI1,61.8,54.4,531,4.49,4.52,2.79
0.89,Good,F,SI1,64.3,55,3663,6.12,6.01,3.9
0.51,Ideal,D,VS2,61.2,55,1787,5.13,5.17,3.15
0.5,Ideal,E,VS2,62.8,57,1746,5.12,5.04,3.19
1.24,Ideal,I,SI1,62.4,57,5976,6.89,6.87,4.29
1.5,Premium,D,VS1,62.8,58,16793,7.29,7.26,4.57
1.03,Premium,H,SI1,60.7,60,4384,6.61,6.53,3.99
0.81,Premium,E,SI1,60.8,59,3213,5.99,5.95,3.63
1,Very Good,F,VS2,58.7,62,5929,6.51,6.6,3.85
0.49,Fair,E,VVS2,65.5,58,1705,4.91,4.86,3.2
0.31,Premium,G,SI1,61.4,58,462,4.31,4.35,2.66
0.37,Premium,E,VS2,59.5,59,1041,4.71,4.64,2.78
0.5,Premium,E,SI1,62,59,1415,5.1,5.06,3.15
1.01,Premium,H,VS2,60.6,60,5260,6.51,6.49,3.94
0.31,Very Good,F,VVS1,61.3,56,808,4.35,4.37,2.67
1.12,Ideal,J,VS2,60.1,57,4422,6.82,6.75,4.08
1.01,Ideal,H,SI1,61.2,56,5664,6.44,6.47,3.95
1.01,Fair,D,SI1,66.3,55,4118,6.22,6.17,4.11
0.55,Premium,D,VS2,61.3,60,1928,5.28,5.29,3.24
0.3,Premium,D,VS2,62.2,60,911,4.3,4.28,2.67
0.8,Premium,E,SI1,61.5,58,3297,5.97,5.93,3.66
0.73,Ideal,G,SI2,61.1,57,2376,5.8,5.82,3.55
0.7,Very Good,D,VS2,62.6,58,3053,5.67,5.7,3.56
0.31,Very Good,G,VS1,58.2,61,583,4.42,4.45,2.58
0.8,Ideal,G,VVS2,61.4,57,4740,5.96,6,3.67
1.03,Very Good,G,SI1,63.1,58,4903,6.41,6.37,4.03
2.11,Very Good,H,SI2,61.5,60,15530,8.22,8.3,5.08
0.31,Premium,I,VS1,62.6,59,628,4.33,4.29,2.7
0.35,Ideal,D,SI1,61.6,55,827,4.56,4.53,2.8
0.5,Premium,E,VS2,60.1,61,1420,5.2,5.15,3.11
0.9,Premium,H,VS2,61.2,61,3810,6.21,6.14,3.78
